X61n15,A20,A25,AcChRec78,Aldh1a.1.2.2,Aldh1a.3.1,Aldh1a.4.2.1,ApisNP,Ascl,Ash1,Ath,BCat,BF1,BHLH45.H7,BMR1B.R11,BarH1,Brn124,Brn3,Bsx,CALM.R29,CALMF.R63,CALMS.R65,CALRL.R77,CHD2.H101,COE,CTBL1.R69,ChAT,Chur.H13,Chx10,D13,D4,DHE3.R30,DLamide,Dach,Dbx,Dcx,Dek.H2,Dll,Dpn.H35,ER81.H85.H86,Emx,EnzA,Ets3.H71,Eya,FGFR,FLamide,FMRFamide,FVMamide,FVRI,FVRIamide,FVamide,FoxD3,GATA123,GBRL2.Y85,GLT,GRIA2.R8,Gli,Gsx,HEN1.Y61,HIGA,HM2L1.H89,Hb80,Hh,Hox1,Islet,KLF.H38,LDB3.R10,LYamide,Lhx15,Lhx2,Lhx3,Lmx1ab,MLDneuropep,MTR1A.R43,MYBA.H58,Mae.H94,Mitf,MyoD.H29,NDF.H24,NGEWneuropep,NK21,NPY,Ngn,Not,Otp,Otx,PRDM8.H92,PRVA.Y49,Papilin.R54,Pax258,Pax6,Phc2,Phox2B,Pnr,Proenkephalin,Prox1,RCOR.H17,REQU.DPF.H11,RGWamide,RXR,RYamide,Rx,SGT1.H49,SMAD23.H113,SPON1.R38,SPY,Sim,Six12,Six3,Sox11.Y60,Sox2,Sox4,Sufu,Svp,Syt,Tekitin.3.R7,Tektin.2.R68,Tektin.4.R51,Tll,Tolloid.Y68,Trp2,TrpHyd,Tubby,VAChT,VGLUT,VWamide,Vax,WIF1.R13,WLD,Wnt5,Wnt8,WntA,YFamide,ZFAT.like.H97,ZN596.Y50,ZN649.H102,Zic.H93,b22.l06,cOpsin,ces.2.H20,cpa,cpe,miR.124,miR.137,miR.153,miR.183,miR.277,miR.278,miR.279,miR.29,miR.315,miR.34,miR.71,miR.7,miR.87,miR.8,miR.92,miR.B,miR.E,miR.F,miR.K,miR.L17,miR.Q,miR.R,p53.63.73.like.H45,rOpsin3,rOpsin,tctex
7.70E-006,NA,6.30E-006,1.07E-005,NA,NA,NA,3.30E-006,9.80E-006,NA,NA,NA,7.60E-006,NA,NA,1.10E-005,1.81E-005,NA,5.90E-006,1.19E-005,NA,NA,NA,NA,9.50E-006,NA,2.02E-005,NA,2.17E-005,5.90E-006,7.50E-006,1.09E-005,5.40E-006,8.40E-006,1.29E-005,NA,1.28E-005,1.03E-005,8.10E-006,1.42E-005,7.90E-006,8.10E-006,1.20E-005,NA,NA,2.20E-006,NA,1.28E-005,8.30E-006,2.30E-006,9.70E-006,NA,NA,1.33E-005,NA,8.90E-006,NA,5.30E-006,1.52E-005,2.09E-005,NA,NA,NA,NA,1.00E-005,4.90E-006,1.37E-005,1.73E-005,NA,2.68E-005,8.00E-006,NA,1.90E-005,NA,NA,NA,2.82E-005,1.56E-005,NA,5.20E-006,2.00E-005,NA,1.44E-005,2.36E-005,1.46E-005,2.51E-005,NA,NA,NA,2.53E-005,2.50E-005,NA,1.26E-005,1.96E-005,0.0000641,1.44E-005,NA,NA,5.20E-006,NA,1.13E-005,4.04E-005,NA,NA,NA,1.76E-005,1.51E-005,2.86E-005,NA,NA,4.73E-005,NA,NA,1.10E-005,2.44E-005,1.90E-005,1.58E-005,NA,NA,4.70E-006,5.00E-006,1.96E-005,NA,6.00E-006,NA,5.30E-006,NA,NA,9.80E-006,1.57E-005,1.42E-005,2.23E-005,1.05E-005,1.06E-005,NA,NA,NA,5.30E-006,NA,NA,4.80E-006,NA,NA,NA,NA,NA,9.30E-006,NA,NA,NA,NA,NA,NA,1.22E-005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43E-005,1.43E-005,1.20E-005,NA
